Name,Resonance (km),a_moon (km),n (s^-1),kappa (s^-1)
"Pan 96:93",130810.6577931000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 95:94",132653.4789561000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 96:94",131738.5959233000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 97:94",130839.4037649000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 96:95",132663.1930692000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 97:95",131757.6909356000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 98:95",130867.5600202000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 97:96",132672.7065629000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 98:96",131776.3949270000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 99:96",130895.1445223000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 98:97",132682.0255886000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 99:97",131794.7197867000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 100:97",130922.1745122000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 99:98",132691.1560488000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 100:98",131812.6769269000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 101:98",130948.6665446000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 100:99",132700.1036094000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 101:99",131830.2773061000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Pan 102:99",130974.6365218000,133584.4949778000,0.0001264619795241000,0.0001258142002750000
"Methone 2:1",123001.3474779000,194233.2163352000,7.203241559316000e-05,7.186041193193001e-05
"Methone 3:1",94331.83311466000,194233.2163352000,7.203241559316000e-05,7.186041193193001e-05
"Methone 4:1",78282.21218805001,194233.2163352000,7.203241559316000e-05,7.186041193193001e-05
"Methone 4:2",122804.2595247000,194233.2163352000,7.203241559316000e-05,7.186041193193001e-05
"Methone 5:2",106005.1835011000,194233.2163352000,7.203241559316000e-05,7.186041193193001e-05
"Methone 5:3",138470.5618428000,194233.2163352000,7.203241559316000e-05,7.186041193193001e-05
"Methone 6:3",122738.1137670000,194233.2163352000,7.203241559316000e-05,7.186041193193001e-05
"Methone 7:4",134043.5188374000,194233.2163352000,7.203241559316000e-05,7.186041193193001e-05
"Pallene 2:1",134315.7173693000,212283.0581107000,6.303125901949001e-05,6.290552014845000e-05
"Pallene 3:1",102924.1439506000,212283.0581107000,6.303125901949001e-05,6.290552014845000e-05
"Pallene 4:1",85335.96266121000,212283.0581107000,6.303125901949001e-05,6.290552014845000e-05
"Pallene 4:2",134135.8181247000,212283.0581107000,6.303125901949001e-05,6.290552014845000e-05
"Pallene 5:2",115754.5445244000,212283.0581107000,6.303125901949001e-05,6.290552014845000e-05
"Pallene 6:3",134075.5101224000,212283.0581107000,6.303125901949001e-05,6.290552014845000e-05
"Daphnis 2:1",86924.04960948000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 3:1",67023.46571631001,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 3:2",104589.2978874000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 4:2",86639.36858146000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 5:2",74923.19496535001,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 4:3",112949.4779172000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 5:3",97537.28605590000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 6:3",86543.10657054999,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 5:4",117832.9726846000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 6:4",104499.2603957000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 7:4",94422.39636811000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 6:5",121037.3369298000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 7:5",109340.5117756000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 8:5",100133.2741524000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 7:6",123302.1963069000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 8:6",112905.1358929000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 9:6",104469.0890599000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 8:7",124988.1492644000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 9:7",115640.5542918000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 10:7",107875.9350228000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 9:8",126292.1014834000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 10:8",117806.5377458000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 11:8",110624.8348186000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 10:9",127330.7193820000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 11:9",119564.4232444000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 12:9",112890.3084653000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 11:10",128177.5361621000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 12:10",121019.7723722000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 13:10",114789.9643804000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 12:11",128881.2042553000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 13:11",122244.5863054000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 14:11",116406.0177437000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 13:12",129475.2003155000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 14:12",123289.6748772000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 15:12",117797.7063001000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 14:13",129983.3154146000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 15:13",124191.9255651000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 16:13",119008.8105082000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 15:14",130422.9221966000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 16:14",124978.7700733000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 17:14",120072.3958821000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 16:15",130807.0029180000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 17:15",125671.0338100000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 18:15",121013.9073275000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 17:16",131145.4541279000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 18:16",126284.8128727000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 19:16",121853.2480897000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 18:17",131445.9521429000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 19:17",126832.7451398000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 20:17",122606.2124264000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 19:18",131714.5426669000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 20:18",127324.8921151000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 21:18",123285.4951386000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 20:19",131956.0519697000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 21:19",127769.3639035000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 22:19",123901.4170883000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 21:20",132174.3796077000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 22:20",128172.7706030000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 23:20",124462.4558386000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 22:21",132372.7106812000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 23:21",128540.5538945000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 24:21",124975.6399258000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 23:22",132553.6723032000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 24:22",128877.2343647000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 25:22",125446.8460031000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 24:23",132719.4506705000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 25:23",129186.5985406000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 26:23",125881.0256911000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 25:24",132871.8798446000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 26:24",129471.8421141000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 27:24",126282.3808136000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 26:25",133012.5099105000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 27:25",129735.6808844000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 28:25",126654.5002276000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 27:26",133142.6598927000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 28:26",129980.4376005000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 29:26",127000.4677269000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 28:27",133263.4592643000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 29:27",130208.1105999000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 30:27",127322.9479155000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 29:28",133375.8808166000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 30:28",130420.4285468000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 31:28",127624.2551278000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 30:29",133480.7669189000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 31:29",130618.8944453000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 32:29",127906.4091777000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 31:30",133578.8506674000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 32:30",130804.8213049000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 33:30",128171.1807839000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 32:31",133670.7730480000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 33:31",130979.3612473000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 34:31",128420.1288365000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 33:32",133757.0969630000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 34:32",131143.5294201000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 35:32",128654.6311641000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 34:33",133838.3187699000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 35:33",131298.2237683000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 36:33",128875.9100892000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 35:34",133914.8778329000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 36:34",131444.2414764000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 37:34",129085.0537711000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 36:35",133987.1644751000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 37:35",131582.2927178000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 38:35",129283.0341278000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 37:36",134055.5266351000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 38:36",131713.0122124000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 39:36",129470.7219582000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 38:37",134120.2754686000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 39:37",131836.9689892000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 40:37",129648.8997630000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 39:38",134181.6900835000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 40:38",131954.6746712000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 41:38",129818.2726626000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 40:39",134240.0215630000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 41:39",132066.5905376000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 42:39",129979.4777337000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 41:40",134295.4963965000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 42:40",132173.1335678000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 43:40",130133.0920257000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 42:41",134348.3194190000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 43:41",132274.6816353000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 44:41",130279.6394693000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 43:42",134398.6763388000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 44:42",132371.5779875000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 45:42",130419.5968527000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 44:43",134446.7359191000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 45:43",132464.1351232000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 46:43",130553.3990080000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 45:44",134492.6518675000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 46:44",132552.6381609000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 47:44",130681.4433281000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 46:45",134536.5644785000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 47:45",132637.3477734000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 48:45",130804.0937118000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 47:46",134578.6020650000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 48:46",132718.5027527000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 49:46",130921.6840201000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 48:47",134618.8822113000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 49:47",132796.3222591000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 50:47",131034.5211141000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 49:48",134657.5128709000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 50:48",132871.0077980000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 51:48",131142.8875300000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 50:49",134694.5933329000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 51:49",132942.7449630000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 52:49",131247.0438434000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 51:50",134730.2150744000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 52:50",133011.7049758000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 53:50",131347.2307625000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 52:51",134764.4625138000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 53:51",133078.0460512000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 54:51",131443.6709864000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 53:52",134797.4136786000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 54:52",133141.9146091000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 55:52",131536.5708586000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 54:53",134829.1407994000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 55:53",133203.4463541000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 56:53",131626.1218416000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 55:54",134859.7108381000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 56:54",133262.7672374000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 57:54",131712.5018351000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 56:55",134889.1859597000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 57:55",133319.9943181000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 58:55",131795.8763558000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 57:56",134917.6239543000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 58:56",133375.2365345000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 59:56",131876.3995968000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 58:57",134945.0786156000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 59:57",133428.5953956000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 60:57",131954.2153795000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 59:58",134971.6000800000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 60:58",133480.1656049000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 61:58",132029.4580118000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 60:59",134997.2351326000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 61:59",133530.0356204000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 62:59",132102.2530615000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 61:60",135022.0274825000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 62:60",133578.2881615000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 63:60",132172.7180563000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 62:61",135046.0180115000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 63:61",133625.0006673000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 64:61",132240.9631170000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 63:62",135069.2449990000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 64:62",133670.2457106000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 65:62",132307.0915323000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 64:63",135091.7443260000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 65:63",133714.0913749000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 66:63",132371.2002803000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 65:64",135113.5496599000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 66:64",133756.6015957000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 67:64",132433.3805033000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 66:65",135134.6926227000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 67:65",133797.8364723000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 68:65",132493.7179406000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 67:66",135155.2029439000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 68:66",133837.8525508000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 69:66",132552.2933227000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 68:67",135175.1086001000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 69:67",133876.7030829000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 70:67",132609.1827318000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 69:68",135194.4359424000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 70:68",133914.4382627000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 71:68",132664.4579321000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 70:69",135213.2098124000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 71:69",133951.1054427000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 72:69",132718.1866713000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 71:70",135231.4536492000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 72:70",133986.7493323000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 73:70",132770.4329582000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 72:71",135249.1895868000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 73:71",134021.4121796000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 74:71",132821.2573166000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 73:72",135266.4385436000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 74:72",134055.1339385000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 75:72",132870.7170201000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 74:73",135283.2203049000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 75:73",134087.9524224000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 76:73",132918.8663066000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 75:74",135299.5535985000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 76:74",134119.9034456000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 77:74",132965.7565773000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 76:75",135315.4561644000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 77:75",134151.0209535000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 78:75",133011.4365795000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 77:76",135330.9448191000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 78:76",134181.3371434000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 79:76",133055.9525761000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 78:77",135346.0355151000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 79:77",134210.8825751000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 80:77",133099.3485013000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 79:78",135360.7433954000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 80:78",134239.6862741000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 81:78",133141.6661059000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 80:79",135375.0828442000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 81:79",134267.7758264000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 82:79",133182.9450909000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 81:80",135389.0675343000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 82:80",134295.1774669000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 83:80",133223.2232319000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 82:81",135402.7104700000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 83:81",134321.9161608000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 84:81",133262.5364944000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 83:82",135416.0240276000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 84:82",134348.0156799000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 85:82",133300.9191410000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 84:83",135429.0199931000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 85:83",134373.4986726000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 86:83",133338.4038311000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 85:84",135441.7095967000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 86:84",134398.3867301000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 87:84",133375.0217133000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 86:85",135454.1035454000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 87:85",134422.7004467000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 88:85",133410.8025120000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 87:86",135466.2120530000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 88:86",134446.4594772000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 89:86",133445.7746077000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 88:87",135478.0448680000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 89:87",134469.6825895000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 90:87",133479.9651125000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 89:88",135489.6113003000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 90:88",134492.3877144000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 91:88",133513.3999396000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
"Daphnis 90:89",135500.9202450000,136505.6196071000,0.0001224112434087000,0.0001218114712562000
